student_id,profile_type,week,lms_logins,submission_delay,attendance,sentiment_score,activity_variance,burnout_label,dropout_label
1773,sudden_disengagement,3,20.39,7.21,88.8,0.353,4.23,Low,0
1773,sudden_disengagement,4,18.52,0.0,88.08,0.359,2.86,Low,0
1773,sudden_disengagement,5,19.75,0.0,89.79,0.365,1.94,Low,0
1773,sudden_disengagement,6,17.71,2.99,85.72,0.563,4.8,Low,0
1773,sudden_disengagement,7,7.4,13.0,51.44,-0.056,2.18,Medium,0
1773,sudden_disengagement,8,7.09,18.01,35.72,-0.619,4.63,High,1
1773,sudden_disengagement,9,3.21,14.52,48.54,-0.508,3.76,High,1
1773,sudden_disengagement,10,5.88,19.48,27.75,-0.524,4.38,High,1
1773,sudden_disengagement,11,5.61,12.7,31.0,-0.411,4.33,High,1
1773,sudden_disengagement,12,5.28,21.87,34.07,-0.407,3.1,High,1
1773,sudden_disengagement,13,4.62,17.3,57.22,-0.46,1.97,High,1
1773,sudden_disengagement,14,6.79,12.72,48.89,-0.533,3.33,High,1
1773,sudden_disengagement,15,2.78,13.73,51.91,-0.219,2.32,High,1
1773,sudden_disengagement,16,5.28,16.57,41.52,-0.496,3.52,High,1
1774,sudden_disengagement,1,23.43,5.39,93.85,0.395,1.24,Low,0
1774,sudden_disengagement,2,22.34,4.23,89.78,0.347,2.56,Low,0
1774,sudden_disengagement,3,18.67,0.0,95.65,0.512,3.83,Low,0
1774,sudden_disengagement,4,24.54,5.06,90.07,0.283,1.36,Low,0
1774,sudden_disengagement,5,23.17,1.68,95.91,0.378,2.18,Low,0
1774,sudden_disengagement,6,20.14,7.02,90.82,0.474,1.9,Low,0
1774,sudden_disengagement,7,22.27,1.42,94.63,0.452,4.79,Low,0
1774,sudden_disengagement,8,5.44,20.31,41.9,-0.25,1.03,High,1
1774,sudden_disengagement,9,8.41,15.08,33.71,-0.24,4.22,High,1
1774,sudden_disengagement,10,6.54,22.02,49.42,-0.362,2.52,High,1
1774,sudden_disengagement,11,7.86,20.86,31.83,-0.191,3.04,High,1
1774,sudden_disengagement,12,5.41,14.71,46.36,-0.321,2.95,High,1
1774,sudden_disengagement,13,5.31,19.43,48.54,-0.469,2.78,High,1
1774,sudden_disengagement,14,5.76,14.96,42.01,-0.255,4.2,High,1
1774,sudden_disengagement,15,9.99,21.1,32.86,-0.511,2.93,High,1
1774,sudden_disengagement,16,6.86,21.97,42.68,-0.568,1.35,High,1
1775,consistent,1,19.68,1.72,89.41,0.34,1.83,Low,0
1775,consistent,2,21.61,2.6,91.36,0.159,1.7,Low,0
1775,consistent,3,24.26,1.44,94.92,0.197,1.45,Low,0
1775,consistent,4,19.73,0.93,88.84,0.45,1.46,Low,0
1775,consistent,5,22.93,0.0,96.38,0.411,3.94,Low,0
1775,consistent,6,19.96,1.26,88.69,0.375,4.71,Low,0
1775,consistent,7,19.72,1.58,87.31,0.25,2.97,Low,0
1775,consistent,8,19.1,5.53,86.79,0.253,4.3,Low,0
1775,consistent,9,21.94,1.66,91.34,0.266,1.77,Low,0
1775,consistent,10,21.44,4.71,92.31,0.233,4.76,Low,0
1775,consistent,11,17.4,1.85,80.37,0.303,3.93,Low,0
1775,consistent,12,17.48,0.7,91.5,0.228,3.89,Low,0
1775,consistent,13,21.01,0.0,89.47,0.336,4.12,Low,0
1775,consistent,14,21.72,0.0,93.77,0.533,1.09,Low,0
1775,consistent,15,17.81,1.23,92.9,0.464,1.56,Low,0
1775,consistent,16,23.16,0.0,89.5,0.128,4.15,Low,0
1776,consistent,1,22.83,4.76,90.01,0.313,1.87,Low,0
1776,consistent,2,19.87,4.09,90.84,0.236,1.54,Low,0
1776,consistent,3,21.76,1.29,91.61,0.35,2.66,Low,0
1776,consistent,4,20.36,3.12,88.63,0.186,3.07,Low,0
1776,consistent,5,19.86,3.15,93.35,0.307,3.6,Low,0
1776,consistent,6,23.44,3.76,89.13,0.273,3.72,Low,0
1776,consistent,7,19.9,2.37,89.0,0.377,4.78,Low,0
1776,consistent,8,21.48,0.73,92.12,0.303,3.61,Low,0
1776,consistent,9,20.17,5.02,97.19,0.25,3.86,Low,0
1776,consistent,10,23.45,0.0,86.8,0.367,3.55,Low,0
1776,consistent,11,22.13,4.42,89.9,0.352,4.95,Low,0
1776,consistent,12,25.89,2.48,91.56,0.346,2.17,Low,0
1776,consistent,13,17.8,0.43,88.76,0.27,2.4,Low,0
1776,consistent,14,21.89,3.53,86.19,0.472,1.08,Low,0
1776,consistent,15,23.8,2.9,86.09,0.303,1.28,Low,0
1776,consistent,16,22.82,0.2,88.86,0.331,2.83,Low,0
1777,sudden_disengagement,1,18.6,0.0,88.7,0.358,2.21,Low,0
1777,sudden_disengagement,2,18.54,2.45,86.44,0.449,2.93,Low,0
1777,sudden_disengagement,3,19.53,0.0,87.31,0.542,1.72,Low,0
1777,sudden_disengagement,4,20.51,4.01,85.75,0.408,3.23,Low,0
1777,sudden_disengagement,5,15.64,0.0,91.67,0.458,3.39,Low,0
1777,sudden_disengagement,6,18.97,0.0,90.83,0.583,3.05,Low,0
1777,sudden_disengagement,7,17.34,0.95,84.97,0.447,2.02,Low,0
1777,sudden_disengagement,8,20.03,1.55,86.84,0.602,3.19,Low,0
1777,sudden_disengagement,9,12.82,0.0,84.75,0.4,2.86,Low,0
1777,sudden_disengagement,10,8.06,16.37,40.36,-0.139,4.4,High,0
1777,sudden_disengagement,11,5.3,12.81,27.74,-0.425,1.02,High,1
1777,sudden_disengagement,12,4.71,14.65,35.46,0.081,4.88,High,1
1777,sudden_disengagement,13,6.55,12.54,41.9,-0.272,4.52,High,1
1777,sudden_disengagement,14,9.82,12.57,49.55,-0.002,4.85,High,1
1777,sudden_disengagement,15,5.69,16.44,41.18,-0.574,3.94,High,1
1777,sudden_disengagement,16,4.32,19.11,46.88,-0.004,2.04,High,1
1778,gradual_burnout,1,19.62,3.38,94.66,0.469,2.25,Low,0
1778,gradual_burnout,2,18.78,5.35,96.16,0.454,2.05,Low,0
1778,gradual_burnout,3,20.51,2.59,90.98,0.561,4.99,Low,0
1778,gradual_burnout,4,21.76,0.66,100.0,0.519,2.62,Low,0
1778,gradual_burnout,5,21.45,1.35,88.08,0.315,4.56,Low,0
1778,gradual_burnout,6,20.35,2.09,88.37,0.434,4.85,Low,0
1778,gradual_burnout,7,15.86,6.31,88.7,0.235,1.36,Low,0
1778,gradual_burnout,8,18.99,1.78,94.53,0.505,1.2,Low,0
1778,gradual_burnout,9,18.56,4.66,94.96,0.276,2.4,Low,0
1778,gradual_burnout,10,19.98,5.0,91.01,0.311,2.49,Low,0
1778,gradual_burnout,11,17.92,4.19,87.81,0.317,3.09,Low,0
1778,gradual_burnout,12,14.61,10.12,89.57,0.061,1.93,Low,0
1778,gradual_burnout,13,13.14,6.28,84.19,0.225,3.41,Low,0
1778,gradual_burnout,14,13.61,9.11,88.97,0.105,4.91,Low,0
1778,gradual_burnout,15,15.44,6.81,78.1,0.139,3.35,Low,0
1778,gradual_burnout,16,7.84,5.55,79.5,-0.204,2.6,Medium,0
1779,chronic_low,1,7.38,15.18,51.32,-0.225,2.8,Medium,0
1779,chronic_low,2,10.47,15.57,57.15,-0.263,1.62,Medium,0
1779,chronic_low,3,9.56,12.4,50.44,-0.03,1.29,Medium,0
1779,chronic_low,4,8.12,11.89,51.03,-0.028,4.2,Medium,0
1779,chronic_low,5,12.33,15.37,46.17,-0.212,2.98,High,0
1779,chronic_low,6,12.52,12.31,51.6,-0.031,4.16,Medium,0
1779,chronic_low,7,7.24,13.34,54.82,-0.308,4.5,Medium,0
1779,chronic_low,8,10.66,10.4,56.13,-0.034,4.39,Medium,0
1779,chronic_low,9,9.17,13.05,52.94,-0.106,3.38,Medium,0
1779,chronic_low,10,11.62,12.55,56.72,-0.504,1.95,High,0
1779,chronic_low,11,13.81,7.31,51.25,-0.43,1.06,Medium,0
1779,chronic_low,12,5.67,12.57,54.53,-0.087,3.62,Medium,0
1779,chronic_low,13,12.57,7.34,55.82,0.084,1.4,Medium,0
1779,chronic_low,14,7.67,10.88,53.91,-0.034,3.46,Medium,0
1779,chronic_low,15,10.08,11.14,61.75,0.009,4.74,Medium,0
1779,chronic_low,16,9.85,8.29,64.08,-0.466,4.24,Medium,0
1780,gradual_burnout,1,18.14,2.09,83.89,0.313,1.45,Low,0
1780,gradual_burnout,2,10.88,2.16,92.45,0.519,4.75,Medium,0
1780,gradual_burnout,3,15.74,5.19,84.98,0.419,2.54,Low,0
1780,gradual_burnout,4,14.67,3.33,86.34,0.362,4.77,Low,0
1780,gradual_burnout,5,13.97,0.0,89.18,0.289,4.73,Low,0
1780,gradual_burnout,6,13.41,1.23,79.27,0.223,3.78,Low,0
1780,gradual_burnout,7,16.46,4.25,83.53,0.339,4.11,Low,0
1780,gradual_burnout,8,10.13,5.01,85.35,0.36,1.17,Medium,0
1780,gradual_burnout,9,14.71,5.48,78.5,0.121,1.19,Low,0
1780,gradual_burnout,10,10.32,7.05,83.77,0.306,4.53,Medium,0
1780,gradual_burnout,11,14.72,6.56,77.7,-0.002,4.37,Low,0
1780,gradual_burnout,12,10.92,5.77,80.97,-0.02,2.81,Medium,0
1780,gradual_burnout,13,8.69,2.95,78.22,0.112,3.23,Medium,0
1780,gradual_burnout,14,7.79,9.1,79.57,-0.018,4.25,Medium,0
1780,gradual_burnout,15,13.09,7.66,74.91,-0.264,2.82,Low,0
1780,gradual_burnout,16,6.74,7.93,77.46,-0.068,1.6,Medium,0
1781,gradual_burnout,1,16.55,4.22,84.98,0.005,2.29,Low,0
1781,gradual_burnout,2,22.05,3.81,79.9,0.018,4.86,Low,0
1781,gradual_burnout,3,19.82,0.98,83.24,0.087,2.9,Low,0
1781,gradual_burnout,4,16.33,3.29,84.25,0.103,2.65,Low,0
1781,gradual_burnout,5,15.52,1.87,85.32,0.122,3.78,Low,0
1781,gradual_burnout,6,18.0,4.07,77.43,0.142,4.8,Low,0
1781,gradual_burnout,7,15.99,4.56,81.25,-0.042,3.1,Low,0
1781,gradual_burnout,8,18.35,4.19,76.64,0.038,1.13,Low,0
1781,gradual_burnout,9,17.08,6.31,75.79,0.136,4.84,Low,0
1781,gradual_burnout,10,15.86,7.12,74.6,-0.013,3.99,Low,0
1781,gradual_burnout,11,17.58,8.23,80.51,-0.04,2.56,Low,0
1781,gradual_burnout,12,16.77,6.14,76.7,-0.116,2.26,Low,0
1781,gradual_burnout,13,10.99,7.68,75.66,-0.496,3.94,Medium,0
1781,gradual_burnout,14,18.31,9.24,67.65,-0.412,4.32,Medium,0
1781,gradual_burnout,15,9.87,6.69,77.55,-0.215,1.96,Medium,0
1781,gradual_burnout,16,11.81,4.72,71.8,-0.066,2.86,Medium,0
1782,gradual_burnout,1,18.37,4.76,95.76,0.343,3.73,Low,0
1782,gradual_burnout,2,17.24,5.55,92.98,0.165,1.3,Low,0
1782,gradual_burnout,3,15.16,3.54,95.9,0.335,4.79,Low,0
1782,gradual_burnout,4,15.23,4.23,91.09,0.042,4.2,Low,0
1782,gradual_burnout,5,18.03,1.52,85.13,0.163,3.78,Low,0
1782,gradual_burnout,6,11.14,6.88,87.93,0.324,4.84,Medium,0
1782,gradual_burnout,7,14.34,3.44,92.53,-0.053,3.07,Low,0
1782,gradual_burnout,8,13.09,3.19,91.83,0.003,1.21,Low,0
1782,gradual_burnout,9,10.72,3.72,87.07,0.006,4.18,Medium,0
1782,gradual_burnout,10,11.58,10.22,84.61,0.004,4.67,Medium,0
1782,gradual_burnout,11,8.49,6.45,86.69,0.061,2.85,Medium,0
1782,gradual_burnout,12,12.39,8.69,85.08,-0.11,2.29,Low,0
1782,gradual_burnout,13,13.92,7.03,86.81,0.102,3.25,Low,0
1782,gradual_burnout,14,8.84,9.12,80.76,0.049,3.2,Medium,0
1782,gradual_burnout,15,10.33,11.48,83.37,0.014,1.27,Medium,0
1782,gradual_burnout,16,9.7,10.97,80.95,-0.0,1.42,Medium,0
1783,consistent,1,23.35,0.7,96.33,0.225,4.15,Low,0
1783,consistent,2,23.83,0.0,97.99,0.377,4.63,Low,0
1783,consistent,3,21.87,0.0,95.53,0.299,3.3,Low,0
1783,consistent,4,23.15,0.0,99.98,0.194,3.18,Low,0
1783,consistent,5,22.61,2.61,95.25,0.211,3.68,Low,0
1783,consistent,6,22.7,0.0,95.86,0.202,1.17,Low,0
1783,consistent,7,18.98,2.47,100.0,0.229,4.34,Low,0
1783,consistent,8,20.31,2.15,100.0,0.18,1.78,Low,0
1783,consistent,9,20.73,0.0,98.97,0.138,1.84,Low,0
1783,consistent,10,20.74,2.56,100.0,0.332,3.12,Low,0
1783,consistent,11,23.31,0.63,98.62,0.279,4.29,Low,0
1783,consistent,12,23.89,0.0,100.0,0.269,3.15,Low,0
1783,consistent,13,21.96,2.6,98.67,0.135,4.73,Low,0
1783,consistent,14,16.91,0.0,99.64,0.444,3.6,Low,0
1783,consistent,15,26.44,1.29,100.0,0.108,2.96,Low,0
1783,consistent,16,17.51,0.0,96.67,0.122,1.41,Low,0
1784,chronic_low,1,3.42,13.96,63.53,-0.248,1.18,High,0
1784,chronic_low,2,3.36,5.95,58.43,-0.313,3.36,High,0
1784,chronic_low,3,6.77,13.33,55.06,-0.139,2.56,Medium,0
1784,chronic_low,4,3.14,10.49,64.12,-0.229,1.58,High,0
1784,chronic_low,5,3.01,8.39,63.54,0.062,3.56,High,0
1784,chronic_low,6,0.16,13.36,60.11,-0.163,3.19,High,0
1784,chronic_low,7,1.29,16.31,57.59,-0.441,1.59,High,0
1784,chronic_low,8,3.89,16.58,55.84,-0.049,3.9,High,0
1784,chronic_low,9,0.0,8.48,59.8,0.044,3.23,High,0
1784,chronic_low,10,4.41,3.27,62.11,-0.207,4.22,High,0
1784,chronic_low,11,2.49,11.24,58.4,-0.436,3.52,High,0
1784,chronic_low,12,2.74,11.42,42.62,0.049,1.42,High,0
1784,chronic_low,13,7.79,15.45,55.05,-0.479,2.72,Medium,0
1784,chronic_low,14,5.98,13.28,66.69,0.13,4.58,Medium,0
1784,chronic_low,15,0.84,13.31,54.69,-0.433,4.5,High,0
1784,chronic_low,16,6.16,12.79,65.19,-0.303,1.65,Medium,0
1785,sudden_disengagement,1,25.39,3.85,94.88,0.163,4.49,Low,0
1785,sudden_disengagement,2,21.44,0.98,94.7,0.445,1.4,Low,0
1785,sudden_disengagement,3,26.38,0.0,95.97,0.144,3.88,Low,0
1785,sudden_disengagement,4,22.75,3.92,95.03,0.219,4.71,Low,0
1785,sudden_disengagement,5,22.98,0.27,90.15,0.422,1.44,Low,0
1785,sudden_disengagement,6,22.98,0.0,86.28,0.203,3.09,Low,0
1785,sudden_disengagement,7,7.76,13.35,26.71,-0.648,1.13,High,1
1785,sudden_disengagement,8,6.31,12.55,56.27,-0.077,2.38,Medium,1
1785,sudden_disengagement,9,8.55,16.12,31.34,-0.204,1.39,High,1
1785,sudden_disengagement,10,2.61,23.53,55.18,-0.686,4.15,High,1
1785,sudden_disengagement,11,12.49,25.17,28.08,-0.336,2.1,High,1
1785,sudden_disengagement,12,1.95,14.56,43.1,-0.32,2.94,High,1
1785,sudden_disengagement,13,8.13,19.04,39.3,-0.097,2.54,High,1
1785,sudden_disengagement,14,10.15,13.18,27.15,-0.41,2.85,High,1
1785,sudden_disengagement,15,2.19,15.91,56.12,-0.405,2.99,High,1
1785,sudden_disengagement,16,6.41,14.09,43.54,-0.699,3.87,High,1
1786,consistent,1,26.01,2.56,96.79,0.739,4.46,Low,0
1786,consistent,2,22.86,1.2,100.0,0.746,2.86,Low,0
1786,consistent,3,20.49,0.0,94.03,0.708,3.32,Low,0
1786,consistent,4,21.7,2.86,98.0,0.834,2.34,Low,0
1786,consistent,5,22.09,3.32,97.97,0.908,1.33,Low,0
1786,consistent,6,22.37,0.0,97.22,0.642,1.97,Low,0
1786,consistent,7,18.53,3.24,100.0,0.736,2.34,Low,0
1786,consistent,8,22.81,0.94,100.0,0.969,3.11,Low,0
1786,consistent,9,25.05,1.31,93.3,0.845,1.41,Low,0
1786,consistent,10,19.47,0.69,97.51,0.707,1.37,Low,0
1786,consistent,11,19.43,3.59,98.1,0.672,1.07,Low,0
1786,consistent,12,25.13,0.0,100.0,0.678,1.45,Low,0
1786,consistent,13,23.17,1.93,97.36,0.731,1.69,Low,0
1786,consistent,14,21.23,4.5,100.0,0.81,2.81,Low,0
1786,consistent,15,25.11,3.0,96.03,0.627,1.03,Low,0
1786,consistent,16,23.97,1.4,99.69,0.776,1.57,Low,0
1787,consistent,1,24.14,3.72,94.6,0.214,4.23,Low,0
1787,consistent,2,25.9,3.53,97.28,0.154,4.98,Low,0
1787,consistent,3,22.19,3.98,97.92,0.288,2.21,Low,0
1787,consistent,4,21.25,1.87,96.81,0.163,1.84,Low,0
1787,consistent,5,22.46,1.99,100.0,0.236,3.72,Low,0
1787,consistent,6,19.83,0.61,99.32,0.009,2.45,Low,0
1787,consistent,7,24.61,0.0,99.53,0.062,3.03,Low,0
1787,consistent,8,23.38,3.17,95.3,0.27,3.41,Low,0
1787,consistent,9,22.62,2.93,96.49,0.136,4.03,Low,0
1787,consistent,10,21.43,3.74,95.73,0.23,4.26,Low,0
1787,consistent,11,20.89,6.38,100.0,0.033,3.63,Low,0
1787,consistent,12,23.16,0.0,98.6,0.342,4.83,Low,0
1787,consistent,13,21.97,6.64,98.7,0.278,3.23,Low,0
1787,consistent,14,27.16,2.8,92.98,0.121,2.01,Low,0
1787,consistent,15,22.27,0.77,98.09,0.519,4.82,Low,0
1787,consistent,16,25.65,6.28,96.91,0.199,1.83,Low,0
1788,gradual_burnout,1,17.62,4.37,83.84,0.6,1.52,Low,0
1788,gradual_burnout,2,18.85,3.27,85.45,0.517,3.3,Low,0
1788,gradual_burnout,3,17.26,2.53,87.31,0.486,2.55,Low,0
1788,gradual_burnout,4,16.45,6.01,89.42,0.414,2.5,Low,0
1788,gradual_burnout,5,12.26,1.78,79.87,0.462,4.92,Low,0
1788,gradual_burnout,6,14.57,5.74,83.4,0.482,3.91,Low,0
1788,gradual_burnout,7,16.1,4.77,89.68,0.402,1.06,Low,0
1788,gradual_burnout,8,9.36,2.71,81.82,0.222,2.08,Medium,0
1788,gradual_burnout,9,12.04,11.2,80.13,0.466,1.86,Low,0
1788,gradual_burnout,10,12.72,10.04,87.22,0.135,3.95,Low,0
1788,gradual_burnout,11,12.51,6.63,79.48,0.095,4.41,Low,0
1788,gradual_burnout,12,10.18,8.51,82.39,-0.154,4.53,Medium,0
1788,gradual_burnout,13,9.68,6.53,80.03,-0.092,3.28,Medium,0
1788,gradual_burnout,14,11.97,12.39,77.5,-0.032,1.02,Medium,0
1788,gradual_burnout,15,13.4,9.22,73.98,0.078,2.51,Low,0
1788,gradual_burnout,16,9.42,11.44,78.81,0.056,1.68,Medium,0
1789,chronic_low,1,8.48,3.67,48.48,0.108,1.77,High,0
1789,chronic_low,2,8.92,3.66,51.98,-0.154,2.34,Medium,0
1789,chronic_low,3,13.06,4.0,54.56,-0.078,2.83,Medium,0
1789,chronic_low,4,11.74,5.52,56.19,-0.013,1.94,Medium,0
1789,chronic_low,5,15.44,6.31,62.31,-0.411,1.0,Medium,0
1789,chronic_low,6,11.65,3.34,58.98,-0.042,3.46,Medium,0
1789,chronic_low,7,7.87,4.5,57.64,0.062,1.57,Medium,0
1789,chronic_low,8,6.04,9.88,48.75,-0.111,1.7,High,0
1789,chronic_low,9,9.39,12.06,49.58,0.227,4.52,High,0
1789,chronic_low,10,9.46,7.85,61.63,-0.293,3.96,Medium,0
1789,chronic_low,11,10.54,2.33,44.56,-0.265,4.52,High,0
1789,chronic_low,12,5.99,3.62,59.14,-0.269,4.54,Medium,0
1789,chronic_low,13,7.21,8.29,65.4,0.007,2.48,Medium,0
1789,chronic_low,14,12.61,9.67,49.63,-0.13,1.76,High,0
1789,chronic_low,15,13.98,1.99,57.14,0.034,2.87,Medium,0
1789,chronic_low,16,9.4,8.04,56.05,-0.078,2.25,Medium,0
1790,sudden_disengagement,1,19.2,0.0,91.17,0.67,2.08,Low,0
1790,sudden_disengagement,2,20.01,0.0,88.4,0.476,3.15,Low,0
1790,sudden_disengagement,3,18.18,4.19,91.13,0.722,2.82,Low,0
1790,sudden_disengagement,4,22.43,0.0,88.96,0.672,3.15,Low,0
1790,sudden_disengagement,5,24.01,0.1,85.22,0.54,4.74,Low,0
1790,sudden_disengagement,6,17.81,1.8,85.34,0.635,2.46,Low,0
1790,sudden_disengagement,7,4.53,18.32,54.57,-0.275,1.28,High,0
1790,sudden_disengagement,8,4.78,14.14,34.17,-0.178,1.58,High,0
1790,sudden_disengagement,9,5.83,15.03,33.08,-0.256,2.28,High,0
1790,sudden_disengagement,10,6.24,13.96,51.52,-0.27,3.67,Medium,0
1790,sudden_disengagement,11,5.1,17.41,50.29,-0.381,2.89,Medium,0
1790,sudden_disengagement,12,6.38,15.72,34.91,-0.208,4.19,High,0
1790,sudden_disengagement,13,4.82,16.45,49.66,-0.079,4.27,High,0
1790,sudden_disengagement,14,0.29,19.38,28.46,-0.22,3.3,High,1
1790,sudden_disengagement,15,10.24,20.15,51.96,-0.206,2.58,Medium,1
1790,sudden_disengagement,16,5.24,10.25,38.92,-0.155,3.48,High,1
1791,sudden_disengagement,1,22.09,0.07,94.01,0.534,4.7,Low,0
1791,sudden_disengagement,2,22.46,3.53,100.0,0.587,2.93,Low,0
1791,sudden_disengagement,3,24.31,4.82,94.51,0.428,4.66,Low,0
1791,sudden_disengagement,4,22.14,2.74,98.48,0.428,3.69,Low,0
1791,sudden_disengagement,5,21.55,0.0,96.98,0.561,2.49,Low,0
1791,sudden_disengagement,6,19.32,0.0,98.07,0.475,2.84,Low,0
1791,sudden_disengagement,7,17.88,1.81,96.35,0.497,2.31,Low,0
1791,sudden_disengagement,8,10.09,14.06,50.26,-0.188,1.98,Medium,0
1791,sudden_disengagement,9,5.34,13.19,41.56,-0.211,4.81,High,0
1791,sudden_disengagement,10,7.11,13.34,39.63,-0.158,3.46,High,0
1791,sudden_disengagement,11,7.16,20.12,32.04,-0.177,3.96,High,1
1791,sudden_disengagement,12,3.68,17.62,40.79,-0.059,2.99,High,1
1791,sudden_disengagement,13,3.77,19.72,57.45,-0.165,2.21,High,1
1791,sudden_disengagement,14,6.21,16.53,56.78,-0.147,1.04,Medium,1
1791,sudden_disengagement,15,8.57,14.87,56.85,-0.116,1.63,Medium,1
1791,sudden_disengagement,16,3.42,16.17,54.26,-0.209,4.89,High,1
1792,consistent,1,20.81,0.73,96.86,0.04,3.2,Low,0
1792,consistent,2,25.49,0.0,100.0,0.009,4.73,Low,0
1792,consistent,3,25.66,4.29,95.9,0.139,4.4,Low,0
1792,consistent,4,22.34,2.35,96.98,0.204,3.34,Low,0
1792,consistent,5,19.92,0.21,99.34,0.264,3.17,Low,0
1792,consistent,6,16.9,1.68,95.32,0.316,2.79,Low,0
1792,consistent,7,24.47,1.71,96.6,0.281,1.49,Low,0
1792,consistent,8,24.9,0.0,93.63,0.255,4.66,Low,0
1792,consistent,9,25.21,1.48,99.2,0.249,4.22,Low,0
1792,consistent,10,21.02,0.0,96.71,0.24,4.71,Low,0
1792,consistent,11,21.71,0.0,93.22,0.169,1.75,Low,0
1792,consistent,12,19.98,0.12,96.68,0.086,3.64,Low,0
1792,consistent,13,19.35,2.04,100.0,0.266,3.17,Low,0
1792,consistent,14,23.06,0.0,99.49,0.342,4.23,Low,0
1792,consistent,15,19.6,0.64,95.22,0.301,3.93,Low,0
1792,consistent,16,21.33,0.0,97.08,0.258,2.55,Low,0
1793,gradual_burnout,1,16.12,1.19,83.32,0.036,3.56,Low,0
1793,gradual_burnout,2,16.23,3.76,82.4,0.374,1.02,Low,0
1793,gradual_burnout,3,15.11,2.98,78.99,0.145,3.66,Low,0
1793,gradual_burnout,4,11.88,0.0,82.19,0.261,4.19,Medium,0
1793,gradual_burnout,5,12.92,2.24,77.58,0.143,4.15,Low,0
1793,gradual_burnout,6,14.04,4.33,76.7,0.017,4.37,Low,0
1793,gradual_burnout,7,14.51,4.98,85.6,0.346,1.49,Low,0
1793,gradual_burnout,8,11.83,6.69,80.78,0.095,4.02,Medium,0
1793,gradual_burnout,9,8.85,3.41,75.28,0.105,2.47,Medium,0
1793,gradual_burnout,10,13.31,7.5,79.41,-0.04,4.63,Low,0
1793,gradual_burnout,11,11.78,5.44,68.53,-0.093,4.71,Medium,0
1793,gradual_burnout,12,12.56,7.14,75.16,-0.071,1.19,Low,0
1793,gradual_burnout,13,9.32,4.89,63.72,-0.325,4.42,Medium,0
1793,gradual_burnout,14,7.64,10.13,76.13,-0.271,2.78,Medium,0
1793,gradual_burnout,15,8.08,9.7,74.46,-0.171,3.33,Medium,0
1793,gradual_burnout,16,7.53,7.68,72.44,-0.357,2.11,Medium,0
1794,gradual_burnout,1,14.94,10.85,83.04,0.433,1.24,Low,0
1794,gradual_burnout,2,19.89,7.41,82.78,0.201,3.8,Low,0
1794,gradual_burnout,3,20.2,1.88,84.61,0.217,1.32,Low,0
1794,gradual_burnout,4,16.24,3.92,86.46,0.293,3.31,Low,0
1794,gradual_burnout,5,16.35,6.91,82.1,0.248,2.2,Low,0
1794,gradual_burnout,6,19.87,5.55,84.37,0.015,1.14,Low,0
1794,gradual_burnout,7,19.54,6.38,79.35,0.31,2.8,Low,0
1794,gradual_burnout,8,12.92,5.97,77.75,0.088,1.1,Low,0
1794,gradual_burnout,9,18.63,6.15,79.06,0.001,3.98,Low,0
1794,gradual_burnout,10,16.65,4.22,85.02,-0.044,4.6,Low,0
1794,gradual_burnout,11,13.78,6.24,81.02,-0.095,4.86,Low,0
1794,gradual_burnout,12,14.3,10.92,74.57,0.023,2.82,Low,0
1794,gradual_burnout,13,15.52,8.26,72.93,-0.06,1.67,Low,0
1794,gradual_burnout,14,13.72,14.2,71.35,-0.426,1.56,Low,0
1794,gradual_burnout,15,13.14,11.71,79.36,-0.022,3.87,Low,0
1794,gradual_burnout,16,13.99,10.95,74.77,-0.336,3.4,Low,0
1795,sudden_disengagement,1,17.26,0.0,91.08,0.456,3.7,Low,0
1795,sudden_disengagement,2,19.32,3.75,88.69,0.529,1.81,Low,0
1795,sudden_disengagement,3,20.02,2.82,87.01,0.43,2.57,Low,0
1795,sudden_disengagement,4,20.66,3.36,91.29,0.447,2.33,Low,0
1795,sudden_disengagement,5,19.16,2.03,86.64,0.47,4.9,Low,0
1795,sudden_disengagement,6,21.26,5.94,88.8,0.437,3.77,Low,0
1795,sudden_disengagement,7,16.71,0.95,91.09,0.348,2.39,Low,0
1795,sudden_disengagement,8,22.6,0.65,88.47,0.495,4.86,Low,0
1795,sudden_disengagement,9,17.26,3.37,92.69,0.32,3.9,Low,0
1795,sudden_disengagement,10,4.19,18.76,30.98,-0.294,1.63,High,1
1795,sudden_disengagement,11,4.65,18.07,45.84,-0.509,3.69,High,1
1795,sudden_disengagement,12,7.68,19.92,46.06,-0.149,3.75,High,1
1795,sudden_disengagement,13,4.64,10.21,35.01,-0.468,4.85,High,1
1795,sudden_disengagement,14,2.99,15.41,38.08,-0.459,2.14,High,1
1795,sudden_disengagement,15,4.33,17.91,28.58,-0.029,3.68,High,1
1795,sudden_disengagement,16,5.04,17.75,43.94,-0.193,3.92,High,1
1796,sudden_disengagement,1,20.76,4.06,93.76,0.513,3.97,Low,0
1796,sudden_disengagement,2,20.84,3.24,93.86,0.375,1.8,Low,0
1796,sudden_disengagement,3,19.58,2.52,92.96,0.632,2.44,Low,0
1796,sudden_disengagement,4,21.08,1.35,92.06,0.429,4.19,Low,0
1796,sudden_disengagement,5,17.29,1.04,92.56,0.594,3.41,Low,0
1796,sudden_disengagement,6,19.39,1.96,95.29,0.502,1.68,Low,0
1796,sudden_disengagement,7,18.75,1.33,86.52,0.407,4.74,Low,0
